"bed","row","col","unique.ID","bud.date","flower.date","fruit.date","last.FL.date","last.FR.date","death.date","missing.date","census.date","survey.notes","pop","bud.date_dfp","flower.date_dfp","fruit.date_dfp","last.FL.date_dfp","last.FR.date_dfp","death.date_dfp","missing.date_dfp"
"A",42,"D","188",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,106,NA
"A",43,"C","2047",2024-04-19,2024-04-26,2024-05-03,2024-06-07,2024-06-17,2024-11-08,NA,NA,"7/11/24 new live Stem",NA,137,144,151,186,196,340,NA
"A",43,"D","790",NA,NA,NA,NA,NA,2023-12-21,NA,NA,"12/14 pale/dying 12/21 plant gone 1/26 new tag",NA,NA,NA,NA,NA,NA,17,NA
"A",44,"C","1032",NA,NA,NA,NA,NA,2024-07-03,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,212,NA
"A",44,"D","1249",2024-03-19,2024-04-19,2024-04-26,2024-05-10,2024-05-10,NA,NA,"17-May","5/10 dry",NA,106,137,144,158,158,NA,NA
"A",45,"C","1304",NA,NA,NA,NA,NA,2024-06-17,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,196,NA
"A",45,"D","128",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,340,NA
"A",46,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A",46,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",1,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",1,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",2,"A","259",2024-03-19,2024-04-12,2024-04-19,2024-05-24,2024-05-30,NA,NA,NA,NA,"CC",106,130,137,172,178,NA,NA
"B",2,"B","132",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"12/28 roots exposed; 1/26 as missing/crows","WL2",NA,NA,NA,NA,NA,NA,53
"B",3,"A","623",2024-03-08,2024-03-28,2024-04-05,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,95,115,123,164,164,NA,NA
"B",3,"B","1200",2024-03-08,2024-04-05,2024-04-12,2024-05-16,2024-05-16,NA,NA,NA,"Lots of fruit",NA,95,123,130,164,164,NA,NA
"B",4,"A","381",NA,NA,NA,NA,NA,2024-03-19,NA,NA,"2/2 ripped out reburried 2/9 reestablished- top half missing",NA,NA,NA,NA,NA,NA,106,NA
"B",4,"B","1368",2024-03-19,2024-04-05,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,106,123,130,172,172,NA,NA
"B",5,"A","271",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,"WV",NA,NA,NA,NA,NA,151,NA
"B",5,"B","850",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",6,"A","180",NA,NA,NA,NA,NA,2024-04-05,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,123,NA
"B",6,"B","228",2024-03-28,2024-05-03,2024-05-03,2024-05-16,2024-05-16,NA,NA,NA,"4/19 Leaves dying","DPR",115,151,151,164,164,NA,NA
"B",7,"A","838",NA,NA,NA,NA,NA,2024-04-05,NA,NA,"3/28 leaves dying",NA,NA,NA,NA,NA,NA,123,NA
"B",7,"B","748",2024-03-28,2024-04-19,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,"White Spots",NA,115,137,137,178,178,NA,NA
"B",8,"A","461",NA,NA,NA,NA,NA,2024-04-26,NA,NA,"4/19 Leaves doing",NA,NA,NA,NA,NA,NA,144,NA
"B",8,"B","733",2024-03-08,2024-03-28,2024-04-12,2024-05-30,2024-05-01,NA,NA,NA,NA,NA,95,115,130,178,149,NA,NA
"B",9,"A","33",2024-03-19,NA,2024-04-26,2024-05-16,2024-05-16,NA,NA,NA,"4/26 Flower date not noted","TM2",106,NA,144,164,164,NA,NA
"B",9,"B","685",2024-04-05,2024-04-19,2024-05-03,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,123,137,151,172,172,NA,NA
"B",10,"A","192",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,106,NA
"B",10,"B","1294",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",11,"A","671",2024-03-19,2024-04-12,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,130,144,178,178,NA,NA
"B",11,"B","577",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"B",12,"A","2039",NA,NA,NA,NA,NA,2024-03-19,NA,NA,"3/1 leaves dying stem turgid",NA,NA,NA,NA,NA,NA,106,NA
"B",12,"B","921",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",13,"A","1096",NA,NA,NA,NA,NA,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA
"B",13,"B","204",2024-04-19,2024-04-19,2024-04-26,2024-06-07,2024-06-17,NA,NA,NA,NA,"BH",137,137,144,186,196,NA,NA
"B",14,"A","1241",2024-04-05,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,123,137,144,186,186,NA,NA
"B",14,"B","721",2024-03-08,2024-03-28,2024-04-05,NA,NA,2024-05-10,NA,NA,"3/8 very bushy 4/19 Leaves dying 5/10 dry",NA,95,115,123,NA,NA,158,NA
"B",15,"A","2051",2024-05-10,2024-05-10,2024-05-16,2024-06-17,2024-06-17,NA,NA,NA,NA,NA,158,158,164,196,196,NA,NA
"B",15,"B","553",2024-03-19,2024-04-05,2024-04-12,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,106,123,130,164,164,NA,NA
"B",16,"A","96",2024-03-19,2024-04-05,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,NA,"TM2",106,123,130,172,172,NA,NA
"B",16,"B","216",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11/24 White Spots on leaves","BH",NA,NA,NA,NA,NA,340,NA
"B",17,"A","1012",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"B",17,"B","168",NA,NA,NA,NA,NA,NA,2024-03-01,NA,"1/26 stem damage from crows/covered exposed. 2/2 stem dying 3/1 pulled out- missing 5/15 fruit date corrected to 4/26","WL2",NA,NA,NA,NA,NA,NA,88
"B",18,"A","1282",2024-03-19,2024-04-12,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,106,130,130,172,172,NA,NA
"B",18,"B","1142",NA,NA,NA,NA,NA,NA,2024-03-01,NA,"3/1 pulled out-missing",NA,NA,NA,NA,NA,NA,NA,88
"B",19,"A","345",NA,NA,NA,NA,NA,NA,NA,"17-May",NA,"WL1",NA,NA,NA,NA,NA,NA,NA
"B",19,"B","49",2024-03-08,2024-03-28,2024-04-05,2024-05-16,2024-05-16,NA,NA,NA,"5/10 lots of fruit","TM2",95,115,123,164,164,NA,NA
"B",20,"A","1000",NA,NA,NA,NA,NA,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"B",20,"B","1084",NA,NA,NA,NA,NA,NA,NA,"17-May",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",21,"A","797",NA,NA,NA,NA,NA,NA,NA,"17-May",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",21,"B","565",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"B",22,"A","609",2024-01-19,2024-02-23,2024-03-08,2024-05-30,2024-05-20,NA,NA,NA,"flowers have yellow and purple in them 4/19 lots of fruit",NA,46,81,95,178,168,NA,NA
"B",22,"B","7",2024-03-08,2024-04-05,2024-04-12,2024-05-10,2024-05-10,NA,NA,NA,"4/19 Lots of fruit Near last flower","TM2",95,123,130,158,158,NA,NA
"B",23,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",23,"B","433",NA,NA,NA,NA,NA,2023-12-04,NA,NA,"dead at planting",NA,NA,NA,NA,NA,NA,0,NA
"B",24,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",24,"B","1347",NA,NA,NA,NA,NA,NA,NA,NA,"11/8 alive/V",NA,NA,NA,NA,NA,NA,NA,NA
"B",25,"A","50",2024-03-19,2024-04-05,2024-05-03,2024-05-16,2024-05-16,NA,NA,NA,"already had fruit picked no date marked","TM2",106,123,151,164,164,NA,NA
"B",25,"B","868",NA,NA,NA,NA,NA,NA,NA,NA,"11/8 alive/V",NA,NA,NA,NA,NA,NA,NA,NA
"B",26,"A","434",2024-03-01,2024-03-28,2024-04-05,2024-05-10,2024-05-24,NA,NA,NA,NA,NA,88,115,123,158,172,NA,NA
"B",26,"B","80",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-10,NA,NA,NA,NA,"TM2",106,123,130,158,158,NA,NA
"B",27,"A","1295",NA,NA,NA,NA,NA,2024-07-03,NA,NA,"7/11/24 Still alive 11/8 not harvested",NA,NA,NA,NA,NA,NA,212,NA
"B",27,"B","272",NA,NA,NA,NA,NA,2024-07-11,NA,NA,"1/26 ripped out by crows/re-planted 2/2 reestablished","WV",NA,NA,NA,NA,NA,220,NA
"B",28,"A","2004",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"B",28,"B","2040",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",29,"A","462",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"B",29,"B","955",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",30,"A","157",NA,NA,NA,NA,NA,2024-04-19,NA,NA,"3/19 leaves dying stem turgid","WL2",NA,NA,NA,NA,NA,137,NA
"B",30,"B","446",2024-03-19,2024-04-12,2024-04-19,2024-05-10,2024-05-10,NA,NA,"17-May",NA,NA,106,130,137,158,158,NA,NA
"B",31,"A","1270",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",31,"B","1370",2024-03-08,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,NA,"4/19/24 Lots of fruit",NA,95,115,123,158,158,NA,NA
"B",32,"A","1242",2024-03-28,2024-04-12,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,115,130,144,186,186,NA,NA
"B",32,"B","1025",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",33,"A","1230",2024-03-01,2024-03-28,2024-04-05,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,88,115,123,186,186,NA,NA
"B",33,"B","1202",2024-03-19,2024-04-05,2024-04-12,2024-05-16,NA,NA,NA,NA,NA,NA,106,123,130,164,NA,NA,NA
"B",34,"A","358",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,"WL1",NA,NA,NA,NA,NA,158,NA
"B",34,"B","285",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"2/23 powdery mildew 3/8 leaves dying","LV1",NA,NA,NA,NA,NA,130,NA
"B",35,"A","34",2024-03-19,2024-04-05,2024-04-12,NA,NA,2024-05-10,NA,NA,"5/10 dry 11/8 not harvested","TM2",106,123,130,NA,NA,158,NA
"B",35,"B","1317",NA,NA,NA,NA,NA,2024-05-10,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,158,NA
"B",36,"A","1085",NA,NA,NA,NA,NA,2024-06-27,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,206,NA
"B",36,"B","229",2024-04-19,2024-04-26,2024-05-04,2024-06-07,2024-06-07,2024-07-11,NA,NA,"white mildew 11/8 not harvested","DPR",137,144,152,186,186,220,NA
"B",37,"A","610",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"1/26 ripped out by crows/re-planted 2/2 stem turgid leaves wilted. 3/8 leaves wilting",NA,NA,NA,NA,NA,NA,130,NA
"B",37,"B","839",NA,NA,NA,NA,NA,2024-05-24,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,172,NA
"B",38,"A","2016",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"4/5 leaves dying",NA,NA,NA,NA,NA,NA,130,NA
"B",38,"B","260",NA,NA,NA,NA,NA,2024-06-17,NA,NA,"11/8 not harvested","WV",NA,NA,NA,NA,NA,196,NA
"B",39,"A","412",2024-03-01,2024-03-28,2024-04-05,2024-05-30,2024-05-30,2024-07-11,NA,NA,"11/8 not harvested",NA,88,115,123,178,178,220,NA
"B",39,"B","989",2024-03-08,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,NA,NA,NA,95,115,123,158,158,NA,NA
"B",40,"A","1001",2024-03-28,2024-04-12,2024-04-19,2024-05-30,2024-05-30,2024-07-11,NA,NA,"11/8 not harvested",NA,115,130,137,178,178,220,NA
"B",40,"B","624",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",41,"A","801",2024-05-10,2024-05-10,2024-05-24,2024-06-07,2024-06-07,2024-11-08,NA,NA,"FR before recorded date",NA,158,158,172,186,186,340,NA
"B",41,"B","145",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,158,NA
"B",42,"A","722",2024-03-08,2024-03-28,2024-04-05,2024-05-10,2024-05-16,NA,NA,NA,"4/19 Lots of fruit Near last Flower",NA,95,115,123,158,164,NA,NA
"B",42,"B","1283",2024-03-19,2024-04-05,NA,NA,NA,2024-05-10,NA,NA,"11/8 not harvested",NA,106,123,NA,NA,NA,158,NA
"B",43,"A","672",2024-04-12,2024-04-26,2024-05-03,2024-05-30,2024-05-30,2024-07-11,NA,NA,"1/26 ripped out by crows/re-planted 2/2 - reestablished 11/8 not harvested",NA,130,144,151,178,178,220,NA
"B",43,"B","1062",2024-04-12,2024-04-26,2024-05-03,2024-06-07,2024-06-07,2024-11-08,NA,NA,NA,NA,130,144,151,186,186,340,NA
"B",44,"A","686",2024-02-23,2024-03-01,2024-03-08,NA,NA,2024-05-10,NA,NA,"3/19 leaves dying stem turgid 5/10 already marked dead",NA,81,88,95,NA,NA,158,NA
"B",44,"B","1097",NA,NA,NA,NA,NA,2024-01-19,NA,NA,"1/5 bare stem",NA,NA,NA,NA,NA,NA,46,NA
"B",45,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",45,"B","346",NA,NA,NA,NA,NA,2024-03-28,NA,NA,"3/19 leaves dying stem turgid","WL1",NA,NA,NA,NA,NA,115,NA
"B",46,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",46,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",1,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",1,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",2,"C","1381",NA,NA,NA,NA,NA,2024-07-11,NA,NA,"12/21 plant pulled out-reburied roots 12/28 wilting",NA,NA,NA,NA,NA,NA,220,NA
"B",2,"D","79",2024-03-08,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,"17-May","4/19 Lots of fruit","TM2",95,115,123,158,158,NA,NA
"B",3,"C","2015",NA,NA,NA,NA,NA,2024-05-24,NA,NA,"1/26 ripped out by crows/re planted 2/2 reestablished",NA,NA,NA,NA,NA,NA,172,NA
"B",3,"D","357",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,"WL1",NA,NA,NA,NA,NA,172,NA
"B",4,"C","445",2024-03-08,2024-03-28,2024-04-12,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,95,115,130,164,164,NA,NA
"B",4,"D","767",2024-03-28,2024-04-19,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,"5/15 fruit date corrected to 4/26 from 4/16",NA,115,137,144,172,172,NA,NA
"B",5,"C","2003",2024-03-19,2024-04-05,2024-04-19,2024-05-10,2024-05-16,NA,NA,NA,"12/21 plant pulled out-reburied roots",NA,106,123,137,158,164,NA,NA
"B",5,"D","284",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"4/5 top broken","LV1",NA,NA,NA,NA,NA,130,NA
"B",6,"C","21",2024-03-19,2024-04-05,2024-04-26,2024-05-10,2024-05-10,NA,NA,NA,"3/28 stem broken","TM2",106,123,144,158,158,NA,NA
"B",6,"D","1254",2024-03-01,2024-03-28,2024-04-05,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,88,115,123,178,178,NA,NA
"B",7,"C","504",2024-03-28,2024-04-19,2024-04-19,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,115,137,137,172,172,NA,NA
"B",7,"D","659",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,130,137,178,178,NA,NA
"B",8,"C","1154",2024-05-10,2024-05-10,2024-05-10,2024-06-17,2024-06-17,NA,NA,NA,NA,NA,158,158,158,196,196,NA,NA
"B",8,"D","156",NA,NA,NA,NA,NA,2024-05-30,NA,NA,"11/8 not harvested","WL2",NA,NA,NA,NA,NA,178,NA
"B",9,"C","1128",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"B",9,"D","144",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 ripped out by crows/missing","WL2",NA,NA,NA,NA,NA,NA,53
"B",10,"C","781",2024-04-26,2024-04-26,2024-05-03,2024-06-07,2024-06-17,NA,NA,NA,NA,NA,144,144,151,186,196,NA,NA
"B",10,"D","866",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 ripped out by crows/missing",NA,NA,NA,NA,NA,NA,NA,53
"B",11,"C","108",NA,NA,NA,NA,NA,2024-06-27,NA,NA,"11/8 not harvested","WL2",NA,NA,NA,NA,NA,206,NA
"B",11,"D","1072",NA,NA,NA,NA,NA,2024-06-07,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,186,NA
"B",12,"C","1048",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"3/28 leaves dying",NA,NA,NA,NA,NA,NA,130,NA
"B",12,"D","120",NA,NA,NA,NA,NA,NA,2024-03-08,NA,"3/8 ripped out","WL2",NA,NA,NA,NA,NA,NA,95
"B",13,"C","1061",2024-03-19,2024-04-19,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,106,137,144,172,172,NA,NA
"B",13,"D","1036",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"white would 4/26/24; 5/8 maybe supposed to be white mold?",NA,NA,NA,NA,NA,NA,340,NA
"B",14,"C","988",2024-03-08,2024-03-28,2024-04-12,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,95,115,130,186,186,NA,NA
"B",14,"D","953",NA,NA,NA,NA,NA,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA
"B",15,"C","313",NA,NA,NA,NA,NA,2024-03-19,NA,NA,"3/8 leaves dying","YO11",NA,NA,NA,NA,NA,106,NA
"B",15,"D","1229",2024-02-02,2024-04-12,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,"2/23 stem broken off near base",NA,60,130,144,172,172,NA,NA
"B",16,"C","490",NA,NA,NA,NA,NA,2024-04-05,NA,NA,"3/19 leaves wilting",NA,NA,NA,NA,NA,NA,123,NA
"B",16,"D","644",2024-03-08,2024-04-05,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,"4/19 Lots of fruit",NA,95,123,130,172,172,NA,NA
"B",17,"C","709",2024-03-28,2024-04-12,2024-04-26,2024-05-10,2024-05-10,NA,NA,"17-May",NA,NA,115,130,144,158,158,NA,NA
"B",17,"D","473",NA,NA,NA,NA,NA,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"B",18,"C","2027",NA,NA,NA,NA,NA,2024-05-24,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,172,NA
"B",18,"D","517",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA
"B",19,"C","1316",NA,NA,NA,NA,NA,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA
"B",19,"D","241",2024-04-05,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,"CC",123,137,144,186,186,NA,NA
"B",20,"C","536",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"1/26 ripped out by crows/replanted 2/2 reestablished",NA,NA,NA,NA,NA,NA,340,NA
"B",20,"D","1217",2024-03-08,2024-04-05,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,95,123,130,172,172,NA,NA
"B",21,"C","1024",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",21,"D","63",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-16,NA,NA,NA,NA,"TM2",106,123,130,158,164,NA,NA
"B",22,"C","1269",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",22,"D","1346",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",23,"C","405",2024-03-01,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,NA,NA,NA,88,115,123,158,158,NA,NA
"B",23,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",24,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",24,"D","768",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-10,NA,NA,NA,NA,NA,106,123,130,158,158,NA,NA
"B",25,"C","1143",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 missing/crows",NA,NA,NA,NA,NA,NA,NA,53
"B",25,"D","169",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 missing/crows","WL2",NA,NA,NA,NA,NA,NA,53
"B",26,"C","646",2024-03-28,2024-04-12,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,130,137,178,178,NA,NA
"B",26,"D","734",2024-03-19,2024-04-12,2024-04-19,2024-05-16,NA,NA,NA,NA,"7/3 already harvested",NA,106,130,137,164,NA,NA,NA
"B",27,"C","1131",2024-04-19,2024-05-03,2024-05-10,2024-05-30,2024-06-17,NA,NA,NA,NA,NA,137,151,158,178,196,NA,NA
"B",27,"D","205",2024-05-10,2024-05-10,2024-05-16,2024-06-17,2024-06-17,NA,NA,NA,NA,"BH",158,158,164,196,196,NA,NA
"B",28,"C","217",2024-04-19,2024-05-03,2024-05-16,2024-06-17,2024-06-17,NA,NA,NA,NA,"BH",137,151,164,196,196,NA,NA
"B",28,"D","537",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"3/28 leaves dying 4/5 green mold or moss on leaves",NA,NA,NA,NA,NA,NA,130,NA
"B",29,"C","1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",29,"D","64",2024-03-19,2024-04-12,2024-04-19,2024-05-16,2024-05-16,NA,NA,NA,NA,"TM2",106,130,137,164,164,NA,NA
"B",30,"C","580",NA,NA,NA,NA,NA,2024-05-24,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,172,NA
"B",30,"D","660",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,130,137,178,178,NA,NA
"B",31,"C","1160",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"B",31,"D","1255",2024-04-26,2024-05-03,2024-05-10,2024-05-16,2024-05-24,NA,NA,NA,NA,NA,144,151,158,164,172,NA,NA
"B",32,"C","382",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11 Yellowing leaves",NA,NA,NA,NA,NA,NA,340,NA
"B",32,"D","22",2024-03-19,2024-04-12,2024-04-12,2024-05-10,2024-05-16,NA,NA,NA,NA,"TM2",106,130,130,158,164,NA,NA
"B",33,"C","518",NA,NA,NA,NA,NA,2024-04-05,NA,NA,"3/19 leaves dying stem turgid",NA,NA,NA,NA,NA,NA,123,NA
"B",33,"D","314",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"3/19 leaves dying stem turgid","YO11",NA,NA,NA,NA,NA,130,NA
"B",34,"C","1049",2024-04-05,2024-04-19,2024-05-03,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,123,137,151,178,178,NA,NA
"B",34,"D","1037",NA,NA,NA,NA,NA,2024-07-03,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,212,NA
"B",35,"C","491",2024-04-12,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,130,137,144,178,178,NA,NA
"B",35,"D","133",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,186,NA
"B",36,"C","554",2024-03-19,2024-04-05,2024-04-12,2024-05-30,2024-06-07,NA,NA,NA,NA,NA,106,123,130,178,186,NA,NA
"B",36,"D","783",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"B",37,"C","2028",2024-04-26,2024-05-03,2024-05-10,2024-06-07,2024-06-17,NA,NA,NA,NA,NA,144,151,158,186,196,NA,NA
"B",37,"D","474",NA,NA,NA,NA,NA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA
"B",38,"C","97",NA,NA,NA,NA,NA,2024-04-19,NA,NA,"3/8 leaves dying","TM2",NA,NA,NA,NA,NA,137,NA
"B",38,"D","505",2024-05-10,2024-05-16,2024-05-16,2024-06-27,2024-06-27,NA,NA,NA,NA,NA,158,164,164,206,206,NA,NA
"B",39,"C","193",NA,NA,NA,NA,NA,2024-05-10,NA,NA,"11/8 not harvested","WL2",NA,NA,NA,NA,NA,158,NA
"B",39,"D","749",2024-04-05,2024-04-19,2024-04-26,2024-06-07,2024-05-07,NA,NA,NA,NA,NA,123,137,144,186,155,NA,NA
"B",40,"C","1218",2024-03-19,2024-04-05,2024-04-12,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,106,123,130,164,164,NA,NA
"B",40,"D","851",NA,NA,NA,NA,NA,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA
"B",41,"C","121",NA,NA,NA,NA,NA,2024-03-01,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,88,NA
"B",41,"D","710",2024-03-28,2024-04-12,2024-04-19,2024-05-30,2024-06-07,NA,NA,NA,NA,NA,115,130,137,178,186,NA,NA
